Indinavir | drug
ampicillin | drug
oxacillin | drug
chlortetracycline | drug
doxycycline | drug
cephalothin | drug
erythromycin | drug
sulfamethoxazole | drug
diclofenac | drug
Diclofenac | drug
Diclofenac | drug
Amprenavir | drug
Amprenavir | drug
Amprenavir | drug
amprenavir | drug
Indinavir | drug
amprenavir | drug
Saquinavir | drug
amprenavir | drug
Nelfinavir | drug
amprenavir | drug
Methadone | drug
amprenavir | drug
methadone | drug
methadone | drug
amprenavir | drug
methadone | drug
amprenavir | drug
Amprenavir | drug
Amprenavir | drug
ritonavir | drug
Amprenavir | drug
ritonavir | drug
ritonavir | drug
ritonavir | drug
debrisoquin | drug
carvedilol | drug
quinidine | drug
fluoxetine | drug
paroxetine | drug
propafenone | drug
carvedilol | drug
reserpine | drug
Clonidine | drug
clonidine | drug
clonidine | drug
Clonidine | drug
Cyclosporine | drug
cyclosporine | drug
carvedilol | drug
cyclosporine | drug
cyclosporine | drug
cyclosporine | drug
cyclosporine | drug
carvedilol | drug
cyclosporine | drug
Digoxin | drug
Digoxin | drug
digoxin | drug
carvedilol | drug
digoxin | drug
digoxin | drug
Rifampin | drug
carvedilol | drug
Cimetidine | drug
diltiazem | drug
verapamil | drug
diltiazem | drug
Insulin | drug
insulin | drug
insulin | drug
carbachol | drug
aminopyrine | drug
carbachol | drug
carbachol | drug
carbachol | drug
carbachol | drug
aluminum hydroxide | drug
magnesium hydroxide | drug
capecitabine | drug
capecitabine | drug
capecitabine | drug
warfarin | drug
phenprocoumon | drug
capecitabine | drug
Leucovorin | drug
5-fluorouracil | drug
leucovorin | drug
leucovorin | drug
fluorouracil | drug
escitalopram | drug
Alcohol | drug
alcohol | drug
alcohol | drug
Warfarin | drug
Cimetidine | drug
citalopram | drug
cimetidine | drug
citalopram | drug
Digoxin | drug
citalopram | drug
citalopram | drug
digoxin | drug
citalopram | drug
digoxin | drug
Lithium | drug
citalopram | drug
lithium | drug
citalopram | drug
lithium | drug
lithium | drug
lithium | drug
lithium | drug
escitalopram | drug
lithium | drug
Pimozide | drug
pimozide | drug
citalopram | drug
pimozide | drug
citalopram | drug
pimozide | drug
Sumatriptan | drug
sumatriptan | drug
sumatriptan | drug
fluoxetine | drug
fluvoxamine | drug
paroxetine | drug
sertraline | drug
citalopram | drug
escitalopram | drug
Theophylline | drug
citalopram | drug
theophylline | drug
theophylline | drug
theophylline | drug
citalopram | drug
Warfarin | drug
citalopram | drug
warfarin | drug
Carbamazepine | drug
citalopram | drug
carbamazepine | drug
carbamazepine | drug
citalopram | drug
carbamazepine | drug
carbamazepine | drug
escitalopram | drug
Triazolam | drug
citalopram | drug
triazolam | drug
citalopram | drug
triazolam | drug
Ketoconazole | drug
citalopram | drug
ketoconazole | drug
ketoconazole | drug
citalopram | drug
Ritonavir | drug
ritonavir | drug
escitalopram | drug
ritonavir | drug
escitalopram | drug
escitalopram | drug
escitalopram | drug
ritonavir | drug
escitalopram | drug
escitalopram | drug
escitalopram | drug
escitalopram | drug
citalopram | drug
citalopram | drug
escitalopram | drug
escitalopram | drug
escitalopram | drug
escitalopram | drug
desipramine | drug
desipramine | drug
escitalopram | drug
Metoprolol | drug
metoprolol | drug
metoprolol | drug
metoprolol | drug
escitalopram | drug
Citalopram | drug
Citalopram | drug
escitalopram | drug
citalopram | drug
Erythromycin | drug
Ketoconazole | drug
Fexofenadine | drug
fexofenadine hydrochloride | drug
ketoconazole | drug
erythromycin | drug
fexofenadine | drug
Fexofenadine | drug
erythromycin | drug
ketoconazole | drug
fexofenadine hydrochloride | drug
erythromycin | drug
ketoconazole | drug
fexofenadine hydrochloride | drug
erythromycin | drug
ketoconazole | drug
fexofenadine | drug
fexofenadine hydrochloride | drug
Erythromycin | drug
Ketoconazole | drug
ketoconazole | drug
erythromycin | drug
fexofenadine | drug
fexofenadine | drug
ketoconazole | drug
fexofenadine | drug
erythromycin | drug
fexofenadine hydrochloride | drug
aluminum | drug
magnesium | drug
fexofenadine | drug
aluminum | drug
magnesium | drug
fexofenadine | drug
histamine | drug
fexofenadine hydrochloride | drug
fexofenadine | drug
fexofenadine | drug
Aminosalicylic acid | drug
digoxin | drug
Lanoxicaps | drug
digoxin | drug
aminosalicylic acid | drug
digoxin | drug
Aminosalicylic acid | drug
vitamin B12 | drug
vitamin B12 | drug
aminosalicylic acid | drug
noradrenaline | drug
KCl | drug
Indomethacin | drug
noradrenaline | drug
ifosfamide | drug
ifosfamide | drug
diazepam | drug
phentolamine | drug
magnesium trisilicate | drug
nitrofurantoin | drug
nitrofurantoin | drug
magnesium trisilicate | drug
probenecid | drug
sulfinpyrazone | drug
nitrofurantoin | drug
nitrofurantoin | drug
nitrofurantoin | drug
methotrexate | drug
anakinra | drug
anakinra | drug
sulfasalazine | drug
sulfasalazine | drug
methotrexate | drug
pyrimethamine | drug
folic acid | drug
vitamin B12 | drug
Colchicine | drug
para-aminosalicylic acid | drug
alcohol | drug
vitamin B12 | drug
alcohol | drug
reserpine | drug
methyldopa | drug
ibuprofen | drug
ibuprofen | drug
ibuprofen | drug
ibuprofen | drug
ibuprofen | drug
Methotrexate | drug
Ibuprofen | drug
methotrexate | drug
ibuprofen | drug
methotrexate | drug
ibuprofen | drug
methotrexate | drug
cimetidine | drug
ranitidine | drug
ibuprofen | drug
ibuprofen | drug
Furosemide | drug
ibuprofen | drug
furosemide | drug
ibuprofen | drug
Lithium | drug
Ibuprofen | drug
lithium | drug
lithium | drug
lithium | drug
lithium | drug
ibuprofen | drug
ibuprofen | drug
lithium | drug
lithium | drug
lithium | drug
succinylcholine | drug
alcohol | drug
alcohol | drug
alcohol | drug
ethanol | drug
physostigmine | drug
atropine | drug
Ethanol | drug
Physostigmine | drug
atropine | drug
Physostigmine | drug
alcohol | drug
alcohol | drug
atropine | drug
Atropine | drug
alcohol | drug
ethanol | drug
alcohol | drug
hydrocodone | drug
acetaminophen | drug
hydrocodone | drug
hydrocodone | drug
hydrocodone | drug
griseofulvin | drug
griseofulvin | drug
griseofulvin | drug
rifampin | drug
diethylstilbestrol | drug
oxyphenbutazone | drug
oxyphenbutazone | drug
insulin | drug
ouabain | drug
ouabain | drug
phentolamine | drug
ouabain | drug
phentolamine | drug
ouabain | drug
ouabain | drug
ouabain | drug
Sulfapyridine | drug
Acetaminophen | drug
Amiodarone | drug
nandrolone | drug
oxandrolone | drug
oxymetholone | drug
stanozolol | drug
Carbamazepine | drug
Carmustine | drug
Chloroquine | drug
Dantrolene | drug
Daunorubicin | drug
Disulfiram | drug
Divalproex | drug
Etretinate | drug
Gold | drug
Hydroxychloroquine | drug
Mercaptopurine | drug
Naltrexone | drug
acetophenazine | drug
chlorpromazine | drug
fluphenazine | drug
perphenazine | drug
prochlorperazine | drug
promazine | drug
promethazine | drug
thioridazine | drug
trifluoperazine | drug
triflupromazine | drug
trimeprazine | drug
Plicamycin | drug
Valproic acid | drug
sulfapyridine | drug
Acetohydroxamic acid | drug
Dapsone | drug
Furazolidone | drug
Nitrofurantoin | drug
Primaquine | drug
Procainamide | drug
Quinidine | drug
Quinine | drug
Sulfoxone | drug
sulfapyridine | drug
Ethotoin | drug
Mephenytoin | drug
sulfapyridine | drug
sulfapyridine | drug
Methotrexate | drug
methotrexate | drug
sulfapyridine | drug
methotrexate | drug
Methyldopa | drug
methyldopa | drug
sulfapyridine | drug
Phenytoin | drug
phenytoin | drug
sulfapyridine | drug
phenytoin | drug
warfarin | drug
Cromolyn sodium | drug
isoproterenol | drug
Cromolyn sodium | drug
Isoproterenol | drug
cromolyn sodium | drug
isoproterenol | drug
Probenecid | drug
denileukin diftitox | drug
verapamil | drug
verapamil hydrochloride | drug
verapamil | drug
verapamil | drug
verapamil | drug
Verapamil | drug
verapamil | drug
nitroglycerin | drug
nitroprusside | drug
milrinone | drug
epinephrine | drug
norepinephrine | drug
imipramine hydrochloride | drug
Imipramine hydrochloride | drug
imipramine | drug
cimetidine | drug
fluoxetine | drug
phenytoin | drug
imipramine | drug
quinidine | drug
cimetidine | drug
propafenone | drug
flecainide | drug
fluoxetine | drug
sertraline | drug
paroxetine | drug
fluoxetine | drug
amphetamine | drug
amphetamines | drug
amphetamine | drug
amphetamine | drug
alcohol | drug
amphetamine | drug
benazepril | drug
ibuprofen | drug
ibuprofen | drug
Cimetidine | drug
cimetidine | drug
rofecoxib | drug
Digoxin | drug
Rofecoxib | drug
digoxin | drug
Furosemide | drug
furosemide | drug
Ketoconazole | drug
Ketoconazole | drug
rofecoxib | drug
Lithium | drug
lithium | drug
lithium | drug
lithium | drug
lithium | drug
lithium | drug
Methotrexate | drug
methotrexate | drug
methotrexate | drug
methotrexate | drug
methotrexate | drug
methotrexate | drug
rofecoxib | drug
methotrexate | drug
methotrexate | drug
methotrexate | drug
Rofecoxib | drug
ethinyl estradiol | drug
norethindrone | drug
Prednisone | drug
prednisolone | drug
Rofecoxib | drug
prednisolone | drug
prednisone | drug
Rifampin | drug
rifampin | drug
rofecoxib | drug
Theophylline | drug
theophylline | drug
theophylline | drug
theophylline | drug
theophylline | drug
rofecoxib | drug
amitriptyline | drug
tacrine | drug
zileuton | drug
Warfarin | drug
warfarin | drug
warfarin | drug
rofecoxib | drug
warfarin | drug
ethambutol | drug
aluminum hydroxide | drug
ethambutol | drug
ethambutol | drug
ethambutol | drug
aluminum hydroxide | drug
ethambutol | drug
diphenidol | drug
diphenidol | drug
apomorphine | drug
diphenidol | drug
apomorphine | drug
alcohol | drug
Ethyl alcohol | drug
alcohol | drug
ethanol | drug
alcohol | drug
ethanol | drug
alcohol | drug
levothyroxine | drug
iodine | drug
famotidine | drug
ranitidine | drug
lansoprazole | drug
omeprazole | drug
diflunisal | drug
warfarin | drug
acenocoumarol | drug
phenprocoumon | drug
diflunisal | drug
diflunisal | drug
Tolbutamide | drug
diflunisal | drug
tolbutamide | drug
tolbutamide | drug
Hydrochlorothiazide | drug
diflunisal | drug
hydrochlorothiazide | drug
hydrochlorothiazide | drug
Diflunisal | drug
hydrochlorothiazide | drug
Furosemide | drug
diflunisal | drug
furosemide | drug
furosemide | drug
Diflunisal | drug
furosemide | drug
diflunisal | drug
Acetaminophen | drug
diflunisal | drug
acetaminophen | drug
acetaminophen | drug
Acetaminophen | drug
diflunisal | drug
acetaminophen | drug
diflunisal | drug
acetaminophen | drug
diflunisal | drug
acetaminophen | drug
diflunisal | drug
acetaminophen | drug
Methotrexate | drug
diflunisal | drug
methotrexate | drug
methotrexate | drug
Cyclosporine | drug
cyclosporine | drug
cyclosporine | drug
cyclosporine | drug
diflunisal | drug
indomethacin | drug
indomethacin | drug
indomethacin | drug
diflunisal | drug
indomethacin | drug
diflunisal | drug
diflunisal | drug
diflunisal | drug
diflunisal | drug
Sulindac | drug
diflunisal | drug
sulindac | drug
Naproxen | drug
diflunisal | drug
naproxen | drug
naproxen | drug
naproxen | drug
Naproxen | drug
diflunisal | drug
diflunisal | drug
norgestrel | drug
norethindrone | drug
Efavirenz | drug
efavirenz | drug
efavirenz | drug
efavirenz | drug
efavirenz | drug
phenobarbital | drug
rifampin | drug
rifabutin | drug
efavirenz | drug
astemizole | drug
midazolam | drug
triazolam | drug
cisapride | drug
voriconazole | drug
Atazanavir | drug
atazanavir | drug
atazanavir | drug
ritonavir | drug
atazanavir | drug
Clarithromycin | drug
clarithromycin | drug
clarithromycin | drug
clarithromycin | drug
clarithromycin | drug
azithromycin | drug
erythromycin | drug
Indinavir | drug
indinavir | drug
indinavir | drug
indinavir | drug
indinavir | drug
indinavir | drug
indinavir | drug
indinavir | drug
Lopinavir | drug
ritonavir | drug
lopinavir | drug
lopinavir | drug
ritonavir | drug
Methadone | drug
methadone | drug
methadone | drug
Methadone | drug
methadone | drug
Ethinyl estradiol | drug
ethinyl estradiol | drug
efavirenz | drug
efavirenz | drug
Rifabutin | drug
rifabutin | drug
rifabutin | drug
rifabutin | drug
rifabutin | drug
Rifampin | drug
efavirenz | drug
efavirenz | drug
Ritonavir | drug
ritonavir | drug
ritonavir | drug
efavirenz | drug
Saquinavir | drug
saquinavir | drug
Sertraline | drug
sertraline | drug
sertraline | drug
Warfarin | drug
Phenytoin | drug
Phenobarbital | drug
Carbamazepine | drug
efavirenz | drug
Itraconazole | drug
Ketoconazole | drug
itraconazole | drug
ketoconazole | drug
Saquinavir | drug
ritonavir | drug
Amprenavir | drug
amprenavir | drug
efavirenz | drug
efavirenz | drug
azithromycin | drug
cetirizine | drug
famotidine | drug
fluconazole | drug
lamivudine | drug
lorazepam | drug
nelfinavir | drug
paroxetine | drug
zidovudine | drug
lamivudine | drug
zidovudine | drug
efavirenz | drug
toxin | drug
etodolac | drug
etodolac | drug
Etodolac | drug
Etodolac | drug
etodolac | drug
etodolac | drug
etodolac | drug
etodolac | drug
valdecoxib | drug
valdecoxib | drug
valdecoxib | drug
valdecoxib | drug
valdecoxib | drug
valdecoxib | drug
valdecoxib | drug
valdecoxib | drug
valdecoxib | drug
valdecoxib | drug
Methotrexate | drug
Valdecoxib 10 mg | drug
methotrexate | drug
Furosemide | drug
furosemide | drug
Phenytoin | drug
valdecoxib | drug
phenytoin | drug
valdecoxib | drug
phenytoin | drug
Valdecoxib | drug
phenytoin | drug
Dextromethorphan | drug
Dextromethorphan | drug
valdecoxib | drug
dextromethorphan | drug
valdecoxib | drug
dextromethorphan | drug
valdecoxib | drug
Lithium | drug
Valdecoxib | drug
lithium | drug
lithium | drug
Lithium | drug
lithium | drug
Lithium carbonate | drug
valdecoxib | drug
Warfarin | drug
valdecoxib | drug
warfarin | drug
Valdecoxib | drug
R-warfarin | drug
S-warfarin | drug
warfarin | drug
valdecoxib | drug
warfarin | drug
Fluconazole | drug
Ketoconazole | drug
Ketoconazole | drug
fluconazole | drug
valdecoxib | drug
ketoconazole | drug
fluconazole | drug
valdecoxib | drug
valdecoxib | drug
fluconazole | drug
ketoconazole | drug
Glyburide | drug
Glyburide | drug
valdecoxib | drug
glyburide | drug
glyburide | drug
valdecoxib | drug
glyburide | drug
glyburide | drug
valdecoxib | drug
glyburide | drug
glyburide | drug
glyburide | drug
glyburide | drug
valdecoxib | drug
glyburide | drug
valdecoxib | drug
glyburide | drug
valdecoxib | drug
Omeprazole | drug
Omeprazole | drug
Valdecoxib | drug
omeprazole | drug
valdecoxib | drug
omeprazole | drug
omeprazole | drug
valdecoxib | drug
omeprazole | drug
omeprazole | drug
valdecoxib | drug
omeprazole | drug
Valdecoxib | drug
norethindrone | drug
ethinyl estradiol | drug
valdecoxib | drug
norethindrone | drug
ethinyl estradiol | drug
norethindrone | drug
ethinyl estradiol | drug
valdecoxib | drug
Diazepam | drug
Diazepam | drug
diazepam | drug
valdecoxib | drug
valdecoxib | drug
diazepam | drug
diazepam | drug
valdecoxib | drug
diazepam | drug
Imipramine | drug
moclobemide | drug
clonazepam | drug
fluoxetine | drug
sertraline | drug
glucose | drug
glucose | drug
Imipramine | drug
clonazepam | drug
Fluoxetine | drug
moclobemide | drug
glucose | drug
Sertraline | drug
glucose | drug
glucose | drug
glucose | drug
sertraline | drug
glucose | drug
sertraline | drug
Clonazepam | drug
acetaminophen | drug
caffeine | drug
caffeine | drug
acetaminophen | drug
caffeine | drug
acetaminophen | drug
caffeine | drug
acetaminophen | drug
caffeine | drug
chlorpromazine | drug
trihexyphenidyl | drug
amitriptyline | drug
propranolol | drug
sparfloxacin | drug
grepafloxacin | drug
guanethidine | drug
guanadrel | drug
metrizamide | drug
cabergoline | drug
lithium | drug
codeine | drug
diphenhydramine | drug
